269,25,5
298,384,2
94,567,3
285,738,4
239,271,5
216,55,5
254,121,3
62,660,2
178,382,4
194,23,4
246,945,3
188,143,5
275,293,4
158,1087,4
207,837,3
161,48,1
303,649,4
47,322,3
64,728,4
191,743,3
7,375,5
59,92,5
69,246,5
10,458,3
21,129,4
58,9,4
194,152,3
7,200,5
113,126,5
173,326,5
95,233,4
16,194,5
59,321,4
309,649,3
291,584,4
43,203,4
79,50,4
235,70,5
125,190,5
283,320,3
296,161,5
254,375,3
255,1023,1
104,300,2
90,913,5
6,460,4
278,122,1
285,297,4
222,445,3
296,57,5
42,620,3
130,1205,4
254,354,3
109,472,1
230,869,2
244,308,3
6,300,2
36,740,4
256,440,3
102,510,1
104,284,4
21,444,5
111,300,4
18,405,5
25,222,4
110,934,3
269,98,5
68,237,5
83,215,4
6,258,2
89,216,5
128,315,4
303,507,4
184,409,2
285,175,5
278,1412,3
256,86,5
221,48,5
140,330,3
190,967,2
11,227,3
201,203,5
150,181,5
126,245,3
20,208,2
144,734,4
181,920,1
109,561,4
85,1054,3
213,133,3
222,376,1
223,11,3
215,418,4
218,208,3
174,927,5
274,186,3
68,734,1
246,578,4
160,459,4
195,272,4
224,178,4
5,110,1
99,1005,5
2,251,5
291,9,4
72,563,4
85,228,3
83,280,5
92,823,2
7,538,3
87,398,2
286,916,4
1,155,2
234,627,2
222,53,5
24,64,5
7,549,3
82,56,3
161,316,3
196,390,4
56,91,4
82,474,3
7,469,2
256,753,4
226,56,4
278,733,5
306,251,3
16,8,5
180,202,3
203,93,4
145,56,5
287,303,4
84,734,3
44,639,3
17,13,3
311,117,4
148,1,4
197,345,4
21,164,5
278,972,3
239,487,5
185,286,5
296,89,4
296,68,4
186,250,1
73,206,3
104,748,2
94,216,3
239,194,5
197,506,5
279,1,4
1,117,3
224,578,1
296,394,1
60,162,4
198,258,4
239,508,5
6,69,3
233,372,4
85,637,4
110,38,3
184,517,3
99,864,1
13,415,2
201,513,4
13,850,1
214,131,3
295,228,4
222,87,3
278,717,4
217,182,2
85,430,3
239,234,3
13,72,4
194,77,3
208,658,5
109,178,3
230,172,4
59,482,2
311,475,3
70,1122,3
62,182,5
198,234,3
65,125,4
174,655,5
90,12,5
130,1235,3
100,351,2
282,429,5
274,415,3
309,98,5
195,743,4
130,105,4
268,252,1
285,73,5
7,618,3
56,222,5
210,204,5
239,9,5
96,87,4
296,73,2
249,239,3
94,852,2
84,121,4
274,265,4
135,1035,3
290,1167,4
125,379,1
70,396,4
309,9,4
300,518,4
152,677,5
244,172,4
274,1080,2
53,280,4
198,118,2
244,782,4
26,125,4
151,13,3
124,492,1
24,191,5
270,65,3
305,629,3
293,1232,3
234,241,2
25,496,3
292,137,3
201,429,3
75,240,1
13,181,5
207,68,2
2,50,5
311,561,4
144,125,4
188,440,4
275,322,4
145,964,1
72,234,4
83,382,4
181,614,3
109,399,4
207,107,3
185,216,4
14,213,5
149,317,2
57,79,5
230,953,5
176,866,4
253,97,4
283,268,4
106,521,4
121,180,3
62,86,2
290,415,4
84,1022,4
292,377,2
207,58,3
194,187,4
109,97,3
282,837,4
296,274,5
181,332,1
78,255,4
11,422,4
306,59,4
193,1067,4
296,234,3
87,580,4
250,204,2
8,50,5
186,148,4
310,684,4
91,675,3
5,451,1
290,373,3
175,127,5
145,729,2
7,639,5
275,416,5
83,210,5
102,519,3
153,174,1
62,301,3
49,985,3
246,297,3
207,549,2
311,611,5
285,44,3
278,168,5
275,471,5
62,59,4
254,219,1
83,97,4
63,100,5
16,178,5
296,233,2
90,935,5
85,25,2
42,98,4
296,390,4
273,50,5
104,298,3
94,784,4
184,98,4
292,700,3
248,584,4
18,940,3
217,27,1
200,882,4
201,148,1
295,222,5
7,657,3
196,378,4
69,424,3
72,196,4
256,469,4
128,182,4
151,739,3
7,171,3
285,85,5
172,220,4
306,511,4
190,964,2
82,748,1
306,433,4
59,235,1
64,1052,3
145,748,2
220,297,4
21,322,4
284,268,4
207,65,3
198,653,3
220,331,3
210,70,4
181,14,1
158,128,2
143,674,3
75,237,2
199,221,4
223,1139,2
296,25,4
275,78,4
298,839,4
292,323,2
300,138,2
1,47,4
164,280,4
96,218,4
290,1005,4
7,448,5
233,177,4
6,512,4
202,282,3
214,117,4
184,597,4
276,257,3
194,212,1
95,68,4
25,257,4
6,23,4
38,568,1
311,433,4
22,241,3
262,612,3
130,564,3
66,181,5
21,938,1
181,1317,1
262,174,3
206,301,5
222,22,5
76,61,4
151,695,4
312,28,5
13,147,3
44,258,4
296,415,4
16,89,2
269,553,5
248,117,5
125,316,5
138,518,5
246,383,2
290,15,5
234,147,3
239,96,5
15,329,3
94,155,2
136,89,4
223,420,3
82,194,4
145,352,3
279,837,3
179,337,1
178,199,4
305,939,4
10,484,5
116,329,3
23,258,5
306,174,4
185,114,4
188,237,3
118,649,5
246,713,4
234,98,4
194,239,3
94,24,4
122,375,4
310,100,4
262,64,5
154,242,3
223,755,3
99,400,4
83,43,4
130,305,4
174,399,5
256,483,5
59,177,4
161,168,1
244,53,3
250,196,4
43,40,3
284,150,5
42,943,2
97,568,5
122,505,4
61,321,3
222,106,2
4,264,3
302,259,1
37,400,5
49,68,1
296,1087,4
165,369,5
176,322,5
3,333,1
56,860,3
44,15,4
190,117,4
29,189,4
94,174,4
130,939,3
117,181,5
296,771,1
19,432,5
194,191,4
158,24,4
56,444,4
262,223,3
181,1319,1
214,137,4
92,739,4
188,96,5
58,173,5
244,154,5
134,870,4
297,620,4
254,230,4
230,138,3
16,209,5
151,827,5
181,1312,1
145,1235,3
200,583,5
248,257,3
296,429,4
310,133,5
151,12,5
110,563,3
303,480,5
141,258,5
44,240,4
186,263,3
214,213,4
233,208,4
104,286,2
310,153,2
1,222,4
206,321,1
230,416,4
56,447,3
94,646,5
205,314,4
14,174,5
246,782,2
275,1070,3
83,919,3
246,575,3
222,1030,3
278,89,4
5,421,1
112,329,4
295,426,5
18,202,3
13,859,5
87,210,5
10,284,5
181,326,3
23,460,4
253,738,3
234,228,3
298,1036,2
66,1,3
216,174,5
289,208,3
79,1150,2
264,445,2
4,296,5
144,823,3
138,512,4
64,430,2
5,1,4
275,354,5
62,430,5
239,472,5
292,166,3
130,234,5
264,70,4
208,197,5
24,755,5
278,1151,3
3,245,1
101,591,3
162,1008,4
223,898,1
99,246,3
239,427,3
160,160,5
172,575,4
296,1149,2
54,669,5
44,502,3
210,97,5
164,920,4
298,240,2
28,217,3
303,79,3
18,721,3
82,341,1
109,1001,4
207,25,4
92,1198,1
109,1,4
15,222,3
58,701,5
296,685,4
152,111,5
194,160,2
92,241,3
77,91,3
244,657,3
177,319,2
131,221,3
197,301,3
227,50,4
85,281,3
294,72,4
181,1,3
276,255,4
278,96,4
1,253,5
18,182,4
275,563,4
87,177,5
177,69,1
213,13,4
125,134,5
128,731,4
290,425,5
25,208,4
287,271,5
207,1335,2
270,56,3
5,360,3
273,740,5
70,416,5
309,554,2
151,909,5
199,246,5
201,209,3
99,273,1
11,732,4
59,77,4
184,276,3
222,88,4
38,161,5
59,415,2
104,299,3
297,1331,3
180,1108,3
7,667,2
121,14,5
246,1030,1
252,276,4
296,408,4
210,522,5
234,643,3
310,568,5
306,215,3
234,1381,4
75,541,3
117,15,5
246,239,3
64,511,5
85,187,5
239,81,3
59,54,4
256,220,3
216,196,5
203,281,1
13,195,3
144,153,5
100,246,3
210,273,5
94,468,4
13,799,1
125,652,3
65,1131,4
1,113,5
76,175,4
293,503,4
263,1434,4
293,920,3
121,117,1
85,13,3
296,423,3
212,180,1
6,488,5
181,240,1
278,738,5
296,1098,4
184,191,4
308,116,5
311,22,3
312,1139,4
13,121,5
43,5,4
58,214,2
215,164,3
62,287,2
279,127,5
161,888,3
11,715,5
94,218,3
35,243,2
309,561,4
48,266,3
85,599,4
287,522,3
184,509,5
151,919,3
90,682,4
11,38,3
104,1005,1
106,577,4
181,999,1
37,117,4
275,837,4
22,258,5
70,82,4
5,98,3
306,95,4
60,208,5
269,770,5
243,208,4
92,535,2
81,279,4
292,409,1
200,475,5
13,306,3
56,184,4
116,250,4
294,172,4
63,996,5
294,235,4
104,999,1
156,636,5
268,1154,1
160,427,5
237,191,4
286,252,1
289,132,3
45,109,5
224,671,3
145,756,2
276,1000,3
65,100,3
271,1090,5
116,255,3
184,86,5
284,151,5
222,148,2
72,28,4
270,187,5
94,211,5
246,422,5
115,8,5
176,325,3
13,393,3
129,329,2
257,1246,2
95,1,5
147,894,5
151,58,4
184,655,3
309,383,3
105,246,4
158,505,3
34,310,4
72,424,5
263,413,5
94,1037,4
200,290,3
45,118,4
278,144,4
145,22,5
71,89,5
182,69,5
193,622,4
214,301,4
151,482,5
102,320,3
234,566,2
249,920,2
195,326,4
109,258,5
222,547,2
281,287,4
117,750,2
23,378,4
112,325,1
296,145,1
252,299,4
151,369,5
281,325,5
302,237,5
289,563,3
64,160,4
28,79,4
168,1264,3
265,468,4
18,113,5
83,82,5
90,495,5
234,1175,4
87,196,5
26,677,3
150,129,4
161,98,4
70,210,4
51,182,3
222,1046,4
92,176,5
204,216,4
164,677,5
57,674,3
184,207,4
60,400,3
92,180,5
43,204,4
222,1031,4
197,299,4
92,782,3
293,281,3
201,739,2
201,215,2
193,407,3
270,697,4
214,685,3
73,652,5
90,187,4
313,272,3
48,307,3
255,469,1
269,665,4
66,7,3
6,475,4
101,222,3
207,1035,4
144,182,3
85,83,4
102,620,3
158,762,5
296,583,4
90,502,5
270,479,5
130,891,1
178,275,3
90,245,3
181,1083,1
309,143,3
267,17,4
201,51,2
194,642,4
59,384,3
1,227,4
116,743,3
170,291,5
110,573,3
60,1010,5
286,345,4
197,55,3
38,672,5
195,1003,4
278,227,4
84,740,4
31,876,2
314,98,5
25,25,5
168,273,4
103,24,4
298,583,4
194,475,3
286,293,5
234,577,4
278,1037,1
87,9,4
181,405,1
278,1140,2
49,47,5
295,847,5
44,95,4
92,216,3
135,39,3
13,66,3
262,383,3
7,669,3
116,932,3
316,471,4
141,818,2
268,13,4
222,1033,4
82,452,4
278,254,3
42,677,4
145,1232,5
184,161,2
49,620,3
177,243,1
311,99,4
32,289,3
306,840,4
145,445,5
130,537,3
130,798,3
165,287,2
249,255,3
49,576,3
195,299,3
118,472,5
130,314,4
104,292,3
201,1217,3
142,82,4
119,710,5
296,94,3
99,50,5
304,14,5
92,701,2
227,294,5
3,335,1
94,812,1
59,1096,4
30,534,3
262,813,3
6,503,3
309,708,4
246,361,3
262,548,4
214,274,3
16,56,5
262,292,2
292,132,4
62,132,5
94,344,4
13,59,4
240,311,5
102,161,2
83,300,2
290,7,5
310,28,4
31,481,5
290,70,4
56,172,5
109,583,4
110,1233,2
59,426,4
246,1206,3
65,196,5
24,364,2
92,115,3
306,733,4
300,655,4
214,1118,4
158,241,4
268,667,2
306,489,3
32,151,3
224,191,4
215,420,5
32,1001,4
154,288,2
201,504,3
85,297,4
180,68,5
184,36,3
188,218,5
303,11,1
144,503,4
73,94,1
194,205,3
177,203,4
275,272,4
198,7,4
108,289,4
189,197,5
73,56,4
172,459,3
120,541,2
101,468,3
5,102,3
26,235,2
246,1236,2
275,765,3
13,150,5
7,398,4
128,479,4
104,7,3
292,39,3
256,25,5
90,813,3
274,69,3
22,505,5
310,490,5
207,192,3
264,499,5
137,679,4
185,732,4
305,679,1
42,176,3
145,469,3
189,629,3
262,121,3
251,148,2
259,764,4
239,58,5
310,911,5
92,15,3
81,734,2
309,416,3
102,445,3
249,738,5
95,522,4
19,650,3
79,100,5
189,743,4
253,505,5
201,909,3
1,17,3
214,42,5
7,81,5
234,132,4
59,148,3
13,351,2
6,466,5
82,14,4
109,622,5
303,50,5
195,154,3
276,278,4
223,8,2
92,81,3
201,69,2
94,58,5
217,144,4
244,148,2
311,200,3
181,865,1
116,1204,3
296,430,4
117,151,4
221,325,4
46,305,3
91,28,4
151,315,5
64,176,4
90,548,2
116,270,4
290,1128,3
62,111,3
196,251,3
296,120,2
49,542,5
305,1011,4
296,176,5
285,154,4
290,496,4
235,87,4
254,376,1
275,157,5
135,1197,3
57,243,3
275,1146,2
7,571,5
250,401,4
316,760,2
234,800,2
288,281,3
87,1068,2
50,815,3
25,258,5
18,492,5
193,782,3
263,505,4
209,896,2
207,708,3
312,530,4
250,336,4
262,563,3
95,172,4
94,467,4
59,578,5
276,281,4
296,251,4
270,706,3
268,235,3
148,140,1
223,967,2
210,354,5
185,199,4
174,80,1
235,477,4
275,929,3
99,351,2
306,163,4
296,730,2
224,864,2
297,252,4
44,208,4
313,13,4
215,197,4
268,9,4
42,195,5
292,79,3
246,68,5
101,402,4
92,660,3
249,88,4
60,520,5
13,329,3
270,742,4
92,723,4
254,188,3
309,203,5
263,197,4
201,655,3
278,79,3
138,492,4
209,251,5
217,7,4
261,338,5
176,258,4
296,1026,3
81,169,4
62,114,4
72,525,4
275,361,3
88,742,2
49,7,4
263,117,3
9,297,5
92,523,4
249,700,4
262,746,3
196,650,5
207,1420,3
256,763,2
275,226,4
134,311,5
309,841,3
181,1367,1
203,148,3
247,728,5
311,737,3
309,83,5
251,1003,5
227,408,4
59,545,5
201,206,2
58,100,5
249,715,4
285,1301,5
11,717,3
7,228,4
92,838,3
160,56,5
103,127,4
11,110,3
87,2,4
45,755,2
292,600,3
290,724,4
254,570,3
49,332,4
222,1270,4
161,162,2
246,1,3
59,215,5
177,209,4
151,1283,4
298,235,1
29,330,4
30,432,5
296,182,3
313,185,4
23,172,4
262,47,2
319,492,4
191,746,3
106,770,4
7,151,4
178,671,3
84,12,5
94,168,5
264,33,3
239,524,5
90,652,5
261,866,5
190,301,5
112,288,5
144,106,3
199,258,4
224,20,1
85,496,3
300,202,5
145,735,1
293,127,5
130,206,3
103,121,3
152,409,2
267,832,4
285,231,3
200,24,2
5,211,4
160,117,4
6,354,4
158,72,3
296,728,4
250,244,4
57,752,2
58,246,5
23,995,3
300,1216,4
305,265,3
275,1084,1
223,408,1
92,24,3
137,299,5
164,117,5
275,38,3
213,293,3
285,34,5
232,197,4
150,221,4
21,103,1
130,723,3
222,438,2
1,90,4
189,994,4
49,38,1
309,5,3
36,305,4
128,228,3
151,89,5
248,472,5
95,1217,2
213,604,4
203,181,5
306,855,3
268,47,4
198,100,1
296,305,4
303,189,5
266,669,3
197,229,3
74,271,5
127,293,4
194,4,4
177,56,5
45,470,3
57,28,4
239,187,5
246,94,2
238,252,3
201,999,3
131,1267,4
269,97,4
159,127,5
230,202,4
92,219,4
316,353,4
123,526,3
267,400,4
232,625,3
5,379,5
16,155,3
180,754,4
178,281,3
317,311,5
180,729,3
269,728,5
268,653,2
292,492,5
268,785,4
54,677,3
21,98,5
296,209,5
13,758,4
312,95,5
151,384,5
230,375,5
201,400,3
95,1195,4
269,367,5
256,708,5
80,577,3
296,432,5
310,121,3
151,995,1
62,258,5
189,1104,4
77,195,5
99,734,5
290,1017,3
292,740,2
181,1327,1
206,890,1
83,336,4
262,179,4
253,216,4
223,591,3
108,50,4
94,345,5
292,771,1
101,280,2
267,970,3
201,1232,4
312,1249,2
270,111,4
312,275,1
18,384,4
207,4,4
311,96,5
21,298,1
215,144,4
278,1360,4
234,1004,2
295,248,5
269,83,4
210,161,5
201,79,4
5,373,2
184,181,4
104,408,1
274,446,3
185,268,5
275,545,4
278,1171,3
216,69,5
21,454,1
16,468,3
147,291,5
290,250,4
28,95,3
29,534,2
290,468,4
7,575,3
181,16,1
296,218,3
306,554,4
87,211,5
97,89,5
21,591,3
59,702,3
238,748,3
178,209,4
186,467,5
298,610,4
10,499,5
110,674,4
109,101,1
157,250,1
267,383,3
181,325,3
207,87,4
47,985,3
148,114,5
94,9,5
60,222,4
244,406,4
275,246,4
90,896,2
234,20,4
106,107,4
216,689,4
293,1188,2
321,257,2
140,246,4
220,296,4
67,64,5
170,298,3
230,142,4
298,636,4
7,576,5
274,496,3
44,250,5
290,214,4
11,733,5
59,285,3
174,392,1
194,234,3
57,204,4
312,414,4
201,197,4
184,155,3
194,784,4
159,1026,2
186,973,3
181,969,2
68,7,3
285,713,3
314,304,4
279,773,4
13,14,4
211,127,4
187,215,3
71,134,3
304,242,5
64,676,4
296,276,3
198,135,5
232,91,5
98,47,4
53,24,3
298,961,2
254,1105,3
7,106,4
12,299,4
239,10,5
238,111,4
130,267,5
90,657,5
63,20,3
40,246,4
181,221,1
297,152,3
104,325,2
42,185,4
181,985,1
258,287,1
290,573,4
148,70,5
303,187,4
184,71,4
94,551,3
158,1000,4
7,523,5
174,237,4
158,190,5
201,845,4
275,43,1
277,309,4
229,345,1
101,252,3
63,1017,3
274,515,4
274,173,3
62,1062,4
230,234,4
109,965,3
73,354,5
83,118,3
4,358,5
130,245,1
64,770,5
15,470,1
244,89,5
7,638,4
219,345,1
294,696,5
292,287,3
125,987,2
278,483,3
76,577,3
271,48,4
268,284,5
244,377,4
270,220,3
319,286,3
304,856,3
224,330,3
57,1036,4
145,586,4
85,276,2
116,7,2
52,95,4
209,680,1
145,260,4
208,202,4
160,187,5
141,273,5
260,980,5
177,298,4
82,231,2
223,959,5
107,270,2
26,25,3
296,1005,3
244,167,3
15,671,1
285,701,4
82,408,3
167,361,3
99,181,5
56,196,2
292,344,3
7,645,3
90,422,4
228,472,3
82,909,3
43,151,4
10,288,4
197,510,5
57,748,3
246,82,2
62,24,4
321,223,4
13,318,1
246,63,1
18,855,3
270,407,2
305,504,3
54,297,4
294,47,5
194,237,3
194,82,2
309,382,5
286,257,4
289,82,4
262,96,4
278,487,5
289,390,3
145,390,5
303,61,4
268,156,5
275,180,5
321,297,4
295,258,5
18,955,4
72,523,4
224,939,3
125,239,5
244,647,5
135,428,2
138,211,4
59,599,3
221,1048,4
13,448,1
42,69,4
10,338,4
219,872,3
60,599,4
125,152,1
63,50,4
255,445,3
309,172,5
7,577,5
7,127,5
189,203,3
59,467,3
311,148,2
234,161,3
6,143,2
303,950,1
